Date,Price,CVol,Change,% Change,% Return,Total Return (Gross),Cumulative Return %,Open,High,Low,Cumulative Change %
09/30/22,20.30,10923140,-1.27,-5.89,-5.89,20.30,-91.34,20.91,22.17,20.00,-91.34
09/29/22,21.57,21989710,-5.30,-19.72,-19.72,21.57,-90.79,24.02,24.20,20.53,-90.79
09/28/22,26.87,7253083,2.04,8.22,8.22,26.87,-88.53,25.17,27.28,24.84,-88.53
09/27/22,24.83,8337781,0.39,1.60,1.60,24.83,-89.40,26.11,26.83,24.41,-89.40
09/26/22,24.44,6432807,-1.76,-6.72,-6.72,24.44,-89.57,26.58,27.68,24.42,-89.57
09/23/22,26.20,7517968,-0.77,-2.86,-2.86,26.20,-88.82,26.27,27.00,25.25,-88.82
09/22/22,26.97,9198448,-3.69,-12.04,-12.04,26.97,-88.49,30.28,30.82,26.85,-88.49
09/21/22,30.66,8686766,-0.31,-1.00,-1.00,30.66,-86.91,31.29,33.57,30.42,-86.91
09/20/22,30.97,6343704,-2.48,-7.41,-7.41,30.97,-86.78,32.51,33.33,30.91,-86.78
09/19/22,33.45,5680222,0.53,1.61,1.61,33.45,-85.72,32.53,34.15,32.22,-85.72
09/16/22,32.92,9187258,-4.10,-11.08,-11.08,32.92,-85.95,35.12,35.46,32.51,-85.95
09/15/22,37.02,6449228,0.95,2.63,2.63,37.02,-84.20,35.44,38.48,35.31,-84.20
09/14/22,36.07,7182300,-0.74,-2.01,-2.01,36.07,-84.61,36.61,36.80,34.26,-84.61
09/13/22,36.81,10402980,-5.47,-12.94,-12.94,36.81,-84.29,37.20,38.98,36.60,-84.29
09/12/22,42.28,16409870,5.66,15.46,15.46,42.28,-81.95,40.20,42.49,38.82,-81.95
09/09/22,36.62,5912664,2.64,7.77,7.77,36.62,-84.37,34.32,37.48,34.20,-84.37
09/08/22,33.98,5932657,0.67,2.01,2.01,33.98,-85.50,32.18,34.02,31.70,-85.50
09/07/22,33.31,5324852,1.82,5.78,5.78,33.31,-85.78,31.22,33.99,30.80,-85.78
09/06/22,31.49,5725595,-0.09,-0.28,-0.28,31.49,-86.56,31.60,32.30,29.91,-86.56
09/02/22,31.58,5970814,-1.20,-3.66,-3.66,31.58,-86.52,33.88,33.88,30.36,-86.52
09/01/22,32.78,4981329,-0.21,-0.64,-0.64,32.78,-86.01,32.35,32.94,30.39,-86.01
08/31/22,32.99,9461461,-0.10,-0.30,-0.30,32.99,-85.92,33.75,34.79,32.08,-85.92
08/30/22,33.09,5846964,-1.12,-3.27,-3.27,33.09,-85.88,34.94,36.41,31.93,-85.88
08/29/22,34.21,5488268,-1.33,-3.74,-3.74,34.21,-85.40,34.65,35.43,33.40,-85.40
08/26/22,35.54,8092411,-2.95,-7.66,-7.66,35.54,-84.83,38.69,39.50,34.05,-84.83
08/25/22,38.49,7530905,2.40,6.65,6.65,38.49,-83.57,37.42,39.28,36.64,-83.57
08/24/22,36.09,6266914,1.39,4.01,4.01,36.09,-84.60,35.35,37.82,34.89,-84.60
08/23/22,34.70,8015062,-1.26,-3.50,-3.50,34.70,-85.19,36.09,36.43,34.06,-85.19
08/22/22,35.96,11598840,-6.34,-14.99,-14.99,35.96,-84.65,40.29,41.25,35.25,-84.65
08/19/22,42.30,6723685,-5.56,-11.62,-11.62,42.30,-81.95,45.62,46.30,41.91,-81.95
08/18/22,47.86,6089129,-1.76,-3.55,-3.55,47.86,-79.57,49.09,49.12,45.85,-79.57
08/17/22,49.62,8375145,-4.97,-9.10,-9.10,49.62,-78.82,52.90,54.42,48.61,-78.82
08/16/22,54.59,12457310,3.59,7.04,7.04,54.59,-76.70,50.90,58.05,48.94,-76.70
08/15/22,51.00,6212587,-1.10,-2.11,-2.11,51.00,-78.23,51.72,52.20,48.80,-78.23
08/12/22,52.10,9507605,1.97,3.93,3.93,52.10,-77.76,50.93,52.50,48.05,-77.76
08/11/22,50.13,16203920,2.82,5.96,5.96,50.13,-78.60,50.26,57.32,49.37,-78.60
08/10/22,47.31,9899039,5.88,14.19,14.19,47.31,-79.81,45.46,48.10,44.77,-79.81
08/09/22,41.43,9221613,-5.03,-10.83,-10.83,41.43,-82.32,44.85,45.90,40.57,-82.32
08/08/22,46.46,19293660,-0.52,-1.11,-1.11,46.46,-80.17,46.89,50.77,43.23,-80.17
08/05/22,46.98,46780008,13.44,40.07,40.07,46.98,-79.95,34.71,48.49,34.63,-79.95
08/04/22,33.54,14196750,-1.36,-3.90,-3.90,33.54,-85.69,34.96,37.97,32.09,-85.69
08/03/22,34.90,10012020,0.85,2.50,2.50,34.90,-85.10,34.75,35.59,32.50,-85.10
08/02/22,34.05,11973270,3.88,12.86,12.86,34.05,-85.47,28.81,34.83,28.58,-85.47
08/01/22,30.17,7505052,1.02,3.50,3.50,30.17,-87.12,28.54,31.27,28.26,-87.12
07/29/22,29.15,9705309,1.97,7.25,7.25,29.15,-87.56,27.16,29.60,26.08,-87.56
07/28/22,27.18,6644544,0.82,3.11,3.11,27.18,-88.40,26.20,27.75,25.13,-88.40
07/27/22,26.36,10023400,2.18,9.02,9.02,26.36,-88.75,25.75,26.54,24.09,-88.75
07/26/22,24.18,8400415,-1.02,-4.05,-4.05,24.18,-89.68,23.98,24.44,23.23,-89.68
07/25/22,25.20,6076021,-0.18,-0.71,-0.71,25.20,-89.24,25.29,26.17,24.17,-89.24
07/22/22,25.38,10610450,-2.83,-10.03,-10.03,25.38,-89.17,27.78,28.90,24.73,-89.17
07/21/22,28.21,11623950,0.83,3.03,3.03,28.21,-87.96,26.83,28.93,26.53,-87.96
07/20/22,27.38,18511470,4.53,19.82,19.82,27.38,-88.31,23.09,27.55,22.80,-88.31
07/19/22,22.85,11286400,0.60,2.70,2.70,22.85,-90.25,22.25,22.87,20.53,-90.25
07/18/22,22.25,10544070,1.00,4.71,4.71,22.25,-90.50,21.95,23.59,21.68,-90.50
07/15/22,21.25,10075320,1.02,5.04,5.04,21.25,-90.93,20.69,21.76,20.07,-90.93
07/14/22,20.23,10807520,-0.74,-3.53,-3.53,20.23,-91.37,20.55,20.81,19.45,-91.37
07/13/22,20.97,12994630,-1.10,-4.98,-4.98,20.97,-91.05,21.00,22.47,20.18,-91.05
07/12/22,22.07,7997296,-0.02,-0.09,-0.09,22.07,-90.58,22.54,22.90,21.54,-90.58
07/11/22,22.09,12696940,-3.00,-11.96,-11.96,22.09,-90.57,24.58,24.58,21.68,-90.57
07/08/22,25.09,12923200,-1.69,-6.31,-6.31,25.09,-89.29,25.88,28.49,24.71,-89.29
07/07/22,26.78,11001460,0.48,1.83,1.83,26.78,-88.57,26.27,26.94,25.02,-88.57
07/06/22,26.30,12873350,-1.28,-4.64,-4.64,26.30,-88.78,27.34,28.39,25.82,-88.78
07/05/22,27.58,19820530,5.71,26.11,26.11,27.58,-88.23,21.30,27.85,20.66,-88.23
07/01/22,21.87,12506730,-0.71,-3.14,-3.14,21.87,-90.67,22.96,23.67,21.43,-90.67
06/30/22,22.58,12363430,-0.53,-2.29,-2.29,22.58,-90.36,23.00,24.34,21.70,-90.36
06/29/22,23.11,12202770,-1.63,-6.59,-6.59,23.11,-90.14,24.17,24.56,22.20,-90.14
06/28/22,24.74,13004860,-5.60,-18.46,-18.46,24.74,-89.44,29.91,30.70,24.56,-89.44
06/27/22,30.34,8972747,-1.18,-3.74,-3.74,30.34,-87.05,31.87,32.37,28.38,-87.05
06/24/22,31.52,15434540,2.88,10.06,10.06,31.52,-86.55,27.72,31.56,27.28,-86.55
06/23/22,28.64,11869890,3.50,13.92,13.92,28.64,-87.78,25.43,28.81,24.86,-87.78
06/22/22,25.14,7527298,0.23,0.92,0.92,25.14,-89.27,24.06,26.79,24.06,-89.27
06/21/22,24.91,11799310,0.64,2.64,2.64,24.91,-89.37,24.96,27.42,24.80,-89.37
06/17/22,24.27,12604960,2.87,13.41,13.41,24.27,-89.64,21.71,24.44,21.60,-89.64
06/16/22,21.40,10673940,-3.03,-12.40,-12.40,21.40,-90.87,22.37,23.69,20.84,-90.87
06/15/22,24.43,18479600,3.51,16.78,16.78,24.43,-89.57,21.96,25.42,21.62,-89.57
06/14/22,20.92,7511465,-0.11,-0.52,-0.52,20.92,-91.07,21.41,22.33,20.24,-91.07
06/13/22,21.03,12019460,-0.98,-4.45,-4.45,21.03,-91.02,20.39,21.45,19.80,-91.02
06/10/22,22.01,10458090,-1.12,-4.84,-4.84,22.01,-90.61,22.87,23.74,21.61,-90.61
06/09/22,23.13,10433500,-2.07,-8.21,-8.21,23.13,-90.13,25.29,25.43,22.68,-90.13
06/08/22,25.20,8300239,-0.21,-0.83,-0.83,25.20,-89.24,25.22,27.24,24.42,-89.24
06/07/22,25.41,11166940,0.53,2.13,2.13,25.41,-89.15,24.16,25.45,23.60,-89.15
06/06/22,24.88,10537010,-1.64,-6.18,-6.18,24.88,-89.38,27.26,27.26,24.73,-89.38
06/03/22,26.52,9468728,-3.56,-11.84,-11.84,26.52,-88.68,29.00,29.42,26.27,-88.68
06/02/22,30.08,11900860,3.59,13.55,13.55,30.08,-87.16,26.15,30.64,25.26,-87.16
06/01/22,26.49,10270690,-2.95,-10.02,-10.02,26.49,-88.69,29.46,30.05,26.31,-88.69
05/31/22,29.44,9861381,-4.41,-13.03,-13.03,29.44,-87.43,33.36,34.29,28.81,-87.43
05/27/22,33.85,8703929,2.76,8.88,8.88,33.85,-85.55,31.99,34.40,31.70,-85.55
05/26/22,31.09,8941977,0.13,0.42,0.42,31.09,-86.73,30.38,32.99,29.71,-86.73
05/25/22,30.96,18978740,4.31,16.17,16.17,30.96,-86.79,26.50,31.60,26.44,-86.79
05/24/22,26.65,11874030,-3.59,-11.87,-11.87,26.65,-88.63,29.63,29.76,25.69,-88.63
05/23/22,30.24,11191100,-3.33,-9.92,-9.92,30.24,-87.09,32.81,33.21,28.75,-87.09
05/20/22,33.57,10341160,0.69,2.10,2.10,33.57,-85.67,33.59,33.69,30.45,-85.67
05/19/22,32.88,13666520,-2.17,-6.19,-6.19,32.88,-85.97,35.06,36.38,31.80,-85.97
05/18/22,35.05,10480860,-6.55,-15.75,-15.75,35.05,-85.04,40.19,40.26,34.52,-85.04
05/17/22,41.60,13131890,3.20,8.33,8.33,41.60,-82.24,39.77,41.74,37.17,-82.24
05/16/22,38.40,27920240,0.09,0.23,0.23,38.40,-83.61,42.48,46.35,37.90,-83.61
05/13/22,38.31,25571030,0.91,2.43,2.43,38.31,-83.65,40.21,45.45,36.71,-83.65
05/12/22,37.40,41704152,7.40,24.67,24.67,37.40,-84.04,29.41,45.30,28.35,-84.04
05/11/22,30.00,22941840,-6.68,-18.21,-18.21,30.00,-87.20,35.73,38.64,29.13,-87.20
05/10/22,36.68,15723770,-2.09,-5.39,-5.39,36.68,-84.34,41.29,42.02,35.08,-84.34
05/09/22,38.77,14869290,-7.71,-16.59,-16.59,38.77,-83.45,46.35,46.90,38.42,-83.45
05/06/22,46.48,13184850,-2.44,-4.99,-4.99,46.48,-80.16,48.02,48.15,40.76,-80.16
05/05/22,48.92,11436860,-10.73,-17.99,-17.99,48.92,-79.12,56.80,57.00,47.45,-79.12
05/04/22,59.65,10408290,2.32,4.05,4.05,59.65,-74.54,54.64,59.85,52.37,-74.54
05/03/22,57.33,9700909,-3.14,-5.19,-5.19,57.33,-75.53,58.01,59.68,54.90,-75.53
05/02/22,60.47,8982945,2.51,4.33,4.33,60.47,-74.19,57.42,60.94,55.28,-74.19
04/29/22,57.96,10951320,-6.41,-9.96,-9.96,57.96,-75.26,65.00,68.96,57.41,-75.26
04/28/22,64.37,16411410,-1.37,-2.08,-2.08,64.37,-72.53,66.53,68.36,58.23,-72.53
04/27/22,65.74,21794520,-4.75,-6.74,-6.74,65.74,-71.94,71.72,79.00,63.36,-71.94
04/26/22,70.49,11545110,-10.72,-13.20,-13.20,70.49,-69.91,81.19,81.96,70.18,-69.91
04/25/22,81.21,13634890,-2.54,-3.03,-3.03,81.21,-65.34,80.99,82.57,75.34,-65.34
04/22/22,83.75,18516520,0.61,0.73,0.73,83.75,-64.26,88.41,91.40,82.25,-64.26
04/21/22,83.14,17301970,-9.36,-10.12,-10.12,83.14,-64.52,86.01,95.00,79.28,-64.52
04/20/22,92.50,10103230,-9.27,-9.11,-9.11,92.50,-60.52,100.84,101.79,92.15,-60.52
04/19/22,101.77,2855930,5.22,5.41,5.41,101.77,-56.56,95.76,103.42,94.85,-56.56
04/18/22,96.55,3223143,-4.98,-4.90,-4.90,96.55,-58.79,99.82,100.40,93.99,-58.79
04/14/22,101.53,3128109,-3.56,-3.39,-3.39,101.53,-56.67,105.64,105.86,98.12,-56.67
04/13/22,105.09,3266183,4.31,4.28,4.28,105.09,-55.15,99.73,107.17,97.05,-55.15
04/12/22,100.78,4698037,-5.23,-4.93,-4.93,100.78,-56.99,106.64,111.68,98.50,-56.99
04/11/22,106.01,3666836,-1.30,-1.21,-1.21,106.01,-54.75,105.00,114.24,102.56,-54.75
04/08/22,107.31,3233803,-3.92,-3.52,-3.52,107.31,-54.20,110.12,113.94,106.13,-54.20
04/07/22,111.23,4097267,-2.50,-2.20,-2.20,111.23,-52.53,111.76,116.15,106.10,-52.53
04/06/22,113.73,4791022,-7.73,-6.36,-6.36,113.73,-51.46,117.01,117.11,107.03,-51.46
04/05/22,121.46,4345083,-11.50,-8.65,-8.65,121.46,-48.16,126.27,129.43,118.23,-48.16
04/04/22,132.96,4209542,13.50,11.30,11.30,132.96,-43.25,119.32,134.68,119.32,-43.25
04/01/22,119.46,2588479,0.17,0.14,0.14,119.46,-49.01,119.87,123.35,116.72,-49.01
03/31/22,119.29,2664044,-6.69,-5.31,-5.31,119.29,-49.09,126.11,126.55,118.45,-49.09
03/30/22,125.98,3251173,-12.71,-9.16,-9.16,125.98,-46.23,134.29,138.65,125.27,-46.23
03/29/22,138.69,3520921,8.83,6.80,6.80,138.69,-40.81,134.75,140.12,129.66,-40.81
03/28/22,129.86,4058271,1.34,1.04,1.04,129.86,-44.58,127.00,129.86,119.61,-44.58
03/25/22,128.52,5363426,-20.13,-13.54,-13.54,128.52,-45.15,149.17,149.69,125.80,-45.15
03/24/22,148.65,2845754,7.46,5.28,5.28,148.65,-36.56,140.77,149.07,133.53,-36.56
03/23/22,141.19,3588096,-0.09,-0.06,-0.06,141.19,-39.74,138.37,150.84,132.22,-39.74
03/22/22,141.28,4171140,4.97,3.65,3.65,141.28,-39.70,134.81,143.98,128.99,-39.70
03/21/22,136.31,4037074,-6.12,-4.30,-4.30,136.31,-41.82,140.03,144.00,133.50,-41.82
03/18/22,142.43,5783513,7.57,5.61,5.61,142.43,-39.21,133.81,146.25,132.94,-39.21
03/17/22,134.86,4988837,5.41,4.18,4.18,134.86,-42.44,126.41,135.85,124.56,-42.44
03/16/22,129.45,5923137,9.01,7.48,7.48,129.45,-44.75,123.52,130.78,120.91,-44.75
03/15/22,120.44,4915993,14.96,14.18,14.18,120.44,-48.60,106.45,122.30,104.03,-48.60
03/14/22,105.48,5162704,-8.31,-7.30,-7.30,105.48,-54.98,111.47,121.18,104.53,-54.98
03/11/22,113.79,3621037,0.31,0.27,0.27,113.79,-51.43,114.99,118.24,110.15,-51.43
03/10/22,113.48,2902712,-3.07,-2.63,-2.63,113.48,-51.57,114.00,114.95,106.80,-51.57
03/09/22,116.55,4107991,11.35,10.79,10.79,116.55,-50.26,115.00,122.85,113.01,-50.26
03/08/22,105.20,5317205,0.26,0.25,0.25,105.20,-55.10,105.87,115.32,97.70,-55.10
03/07/22,104.94,6718508,1.10,1.06,1.06,104.94,-55.21,106.88,110.74,99.71,-55.21
03/04/22,103.84,9902638,-19.49,-15.80,-15.80,103.84,-55.68,123.27,123.50,102.19,-55.68
03/03/22,123.33,4766998,-15.28,-11.02,-11.02,123.33,-47.36,142.93,144.13,122.29,-47.36
03/02/22,138.61,3061467,-6.45,-4.45,-4.45,138.61,-40.84,142.89,145.00,134.65,-40.84
03/01/22,145.06,3880299,-5.41,-3.60,-3.60,145.06,-38.09,148.73,149.79,135.32,-38.09
02/28/22,150.47,4589599,-2.10,-1.38,-1.38,150.47,-35.78,149.20,155.92,145.50,-35.78
02/25/22,152.57,11458100,26.52,21.04,21.04,152.57,-34.88,135.02,156.68,121.19,-34.88
02/24/22,126.05,6576533,12.40,10.91,10.91,126.05,-46.20,107.64,127.67,107.50,-46.20
02/23/22,113.65,3348233,-5.60,-4.70,-4.70,113.65,-51.49,119.26,123.47,113.29,-51.49
02/22/22,119.25,3138970,-7.15,-5.66,-5.66,119.25,-49.10,125.02,128.75,116.93,-49.10
02/18/22,126.40,2846470,-8.83,-6.53,-6.53,126.40,-46.05,135.41,137.76,125.25,-46.05
02/17/22,135.23,2812511,-3.39,-2.45,-2.45,135.23,-42.28,137.35,145.77,132.56,-42.28
02/16/22,138.62,2394609,-3.88,-2.72,-2.72,138.62,-40.84,141.00,141.29,133.03,-40.84
02/15/22,142.50,2373193,1.87,1.33,1.33,142.50,-39.18,143.34,147.40,137.11,-39.18
02/14/22,140.63,3443058,-0.72,-0.51,-0.51,140.63,-39.98,140.02,146.73,137.30,-39.98
02/11/22,141.35,3084710,-13.19,-8.54,-8.54,141.35,-39.67,154.94,159.02,137.85,-39.67
02/10/22,154.54,3100959,-8.15,-5.01,-5.01,154.54,-34.04,156.00,163.18,152.55,-34.04
02/09/22,162.69,1760823,9.56,6.24,6.24,162.69,-30.56,156.66,162.89,152.19,-30.56
02/08/22,153.13,2119911,6.80,4.65,4.65,153.13,-34.64,143.62,154.30,142.67,-34.64
02/07/22,146.33,2031407,-3.98,-2.65,-2.65,146.33,-37.55,148.69,158.97,143.76,-37.55
02/04/22,150.31,2427032,3.37,2.29,2.29,150.31,-35.85,150.04,156.89,144.49,-35.85
02/03/22,146.94,2559518,-11.46,-7.23,-7.23,146.94,-37.29,152.95,155.56,143.75,-37.29
02/02/22,158.40,2345416,-6.38,-3.87,-3.87,158.40,-32.39,164.25,167.00,153.55,-32.39
02/01/22,164.78,3150880,2.72,1.68,1.68,164.78,-29.67,164.02,166.51,153.64,-29.67
01/31/22,162.06,3480896,16.07,11.01,11.01,162.06,-30.83,146.42,163.15,146.03,-30.83
01/28/22,145.99,2968087,4.31,3.04,3.04,145.99,-37.69,144.73,151.79,134.69,-37.69
01/27/22,141.68,3812392,0.73,0.52,0.52,141.68,-39.53,142.61,144.83,133.42,-39.53
01/26/22,140.95,4193862,-5.58,-3.81,-3.81,140.95,-39.84,153.17,155.00,137.75,-39.84
01/25/22,146.53,5542955,-11.37,-7.20,-7.20,146.53,-37.46,153.00,159.95,139.65,-37.46
01/24/22,157.90,7553915,22.25,16.40,16.40,157.90,-32.61,132.00,160.73,130.25,-32.61
01/21/22,135.65,5721101,-22.34,-14.14,-14.14,135.65,-42.10,153.67,155.48,133.88,-42.10
01/20/22,157.99,4877747,0.86,0.55,0.55,157.99,-32.57,158.05,175.40,157.27,-32.57
01/19/22,157.13,4010193,-4.96,-3.06,-3.06,157.13,-32.94,163.23,168.54,153.02,-32.94
01/18/22,162.09,4970593,5.70,3.64,3.64,162.09,-30.82,152.12,169.89,148.22,-30.82
01/14/22,156.39,7179344,-6.61,-4.06,-4.06,156.39,-33.25,160.61,165.50,147.67,-33.25
01/13/22,163.00,3925840,-14.53,-8.18,-8.18,163.00,-30.43,179.99,180.58,161.25,-30.43
01/12/22,177.53,4508331,-8.67,-4.66,-4.66,177.53,-24.23,184.76,186.00,173.29,-24.23
01/11/22,186.20,2333630,2.76,1.50,1.50,186.20,-20.53,179.44,193.23,178.50,-20.53
01/10/22,183.44,4592680,-1.27,-0.69,-0.69,183.44,-21.71,180.00,183.76,171.81,-21.71
01/07/22,184.71,3044557,-6.67,-3.49,-3.49,184.71,-21.17,188.73,195.98,184.58,-21.17
01/06/22,191.38,4489156,-6.62,-3.34,-3.34,191.38,-18.32,196.63,202.69,184.38,-18.32
01/05/22,198.00,2962642,-22.94,-10.38,-10.38,198.00,-15.49,217.69,218.19,197.49,-15.49
01/04/22,220.94,2627237,-18.69,-7.80,-7.80,220.94,-5.70,238.30,240.58,209.16,-5.70
01/03/22,239.63,1045540,7.84,3.38,3.38,239.63,2.27,234.38,239.64,228.99,2.27
12/31/21,231.79,1673249,-1.29,-0.55,-0.55,231.79,-1.07,232.49,234.31,225.71,-1.07
12/30/21,233.08,1246586,7.79,3.46,3.46,233.08,-0.52,225.29,237.73,224.86,-0.52
12/29/21,225.29,978034,-8.47,-3.62,-3.62,225.29,-3.85,234.29,234.29,224.78,-3.85
12/28/21,233.76,1185836,1.58,0.68,0.68,233.76,-0.23,233.00,237.22,229.97,-0.23
12/27/21,232.18,1496041,-8.60,-3.57,-3.57,232.18,-0.90,239.85,241.99,231.09,-0.90
12/23/21,240.78,2105454,2.94,1.24,1.24,240.78,2.77,238.00,245.83,236.38,2.77
12/22/21,237.84,2348318,10.84,4.78,4.78,237.84,1.51,226.09,238.09,225.49,1.51
12/21/21,227.00,2737914,21.39,10.40,10.40,227.00,-3.12,209.00,227.17,207.01,-3.12
12/20/21,205.61,3004180,-17.98,-8.04,-8.04,205.61,-12.24,219.59,221.97,204.99,-12.24
12/17/21,223.59,6777196,19.47,9.54,9.54,223.59,-4.57,200.53,224.99,194.70,-4.57
12/16/21,204.12,6309883,-22.38,-9.88,-9.88,204.12,-12.88,227.52,230.05,197.43,-12.88
12/15/21,226.50,4645223,-14.50,-6.02,-6.02,226.50,-3.33,237.14,239.41,215.66,-3.33
12/14/21,241.00,4426341,-23.02,-8.72,-8.72,241.00,2.86,259.99,259.99,240.30,2.86
12/13/21,264.02,1875128,-6.80,-2.51,-2.51,264.02,12.68,270.18,274.35,261.55,12.68
12/10/21,270.82,1598441,2.78,1.04,1.04,270.82,15.59,269.54,272.65,263.50,15.59
12/09/21,268.04,2828924,0.17,0.06,0.06,268.04,14.40,266.76,270.54,265.09,14.40
12/08/21,267.87,1155883,3.88,1.47,1.47,267.87,14.33,265.00,269.53,260.88,14.33
12/07/21,263.99,1378552,0.87,0.33,0.33,263.99,12.67,267.50,269.45,261.62,12.67
12/06/21,263.12,1639742,1.77,0.68,0.68,263.12,12.30,261.94,268.82,255.17,12.30
12/03/21,261.35,3509697,-4.30,-1.62,-1.62,261.35,11.55,266.00,268.33,245.39,11.55
12/02/21,265.65,2350269,-0.89,-0.33,-0.33,265.65,13.38,264.23,270.37,257.98,13.38
12/01/21,266.54,2436391,-13.88,-4.95,-4.95,266.54,13.76,282.01,286.25,265.49,13.76
11/30/21,280.42,2296391,-11.55,-3.96,-3.96,280.42,19.68,293.01,293.52,277.54,19.68
11/29/21,291.97,1084257,0.86,0.30,0.30,291.97,24.61,293.15,296.70,290.15,24.61
11/26/21,291.11,816822,0.91,0.31,0.31,291.11,24.25,290.60,295.97,287.87,24.25
11/24/21,290.20,1404682,8.19,2.90,2.90,290.20,23.86,279.18,291.00,276.09,23.86
11/23/21,282.01,1429731,-2.68,-0.94,-0.94,282.01,20.36,281.64,285.50,276.08,20.36
11/22/21,284.69,1495438,-7.03,-2.41,-2.41,284.69,21.51,294.11,294.11,280.06,21.51
11/19/21,291.72,655006,3.10,1.07,1.07,291.72,24.51,289.35,293.21,285.43,24.51
11/18/21,288.62,725565,-3.62,-1.24,-1.24,288.62,23.18,292.60,292.75,282.30,23.18
11/17/21,292.24,732804,-8.55,-2.84,-2.84,292.24,24.73,301.42,304.33,291.83,24.73
11/16/21,300.79,791313,2.61,0.88,0.88,300.79,28.38,298.51,301.23,295.92,28.38
11/15/21,298.18,772145,3.75,1.27,1.27,298.18,27.26,296.22,302.46,295.84,27.26
11/12/21,294.43,1014976,8.15,2.85,2.85,294.43,25.66,290.00,294.87,285.51,25.66
11/11/21,286.28,1342651,-0.98,-0.34,-0.34,286.28,22.19,286.34,287.81,279.29,22.19
11/10/21,287.26,1404231,-8.59,-2.90,-2.90,287.26,22.60,293.06,295.10,284.66,22.60
11/09/21,295.85,936033,3.12,1.07,1.07,295.85,26.27,295.54,300.63,293.33,26.27
11/08/21,292.73,1163663,-5.16,-1.73,-1.73,292.73,24.94,294.11,298.78,290.91,24.94
11/05/21,297.89,2478372,-2.70,-0.90,-0.90,297.89,27.14,289.83,307.11,275.33,27.14
11/04/21,300.59,1318401,-0.82,-0.27,-0.27,300.59,28.29,301.22,302.14,295.06,28.29
11/03/21,301.41,662282,1.11,0.37,0.37,301.41,28.64,300.31,305.94,298.84,28.64
11/02/21,300.30,914285,-1.62,-0.54,-0.54,300.30,28.17,301.00,304.24,298.12,28.17
11/01/21,301.92,879792,-1.26,-0.42,-0.42,301.92,28.86,302.82,309.50,299.67,28.86
10/29/21,303.18,833246,5.22,1.75,1.75,303.18,29.40,295.91,308.01,295.91,29.40
10/28/21,297.96,1053234,6.43,2.21,2.21,297.96,27.17,291.58,299.74,290.92,27.17
10/27/21,291.53,1292126,-0.03,-0.01,-0.01,291.53,24.43,303.95,305.99,289.33,24.43
10/26/21,291.56,566976,-0.67,-0.23,-0.23,291.56,24.44,295.09,295.88,288.33,24.44
10/25/21,292.23,643388,-5.36,-1.80,-1.80,292.23,24.72,298.07,299.75,289.08,24.72
10/22/21,297.59,753032,-4.17,-1.38,-1.38,297.59,27.01,297.71,299.04,292.46,27.01
10/21/21,301.76,968506,12.73,4.40,4.40,301.76,28.79,290.96,305.80,290.06,28.79
10/20/21,289.03,537363,-1.82,-0.63,-0.63,289.03,23.36,291.30,294.39,287.75,23.36
10/19/21,290.85,666354,1.91,0.66,0.66,290.85,24.14,291.66,295.71,288.68,24.14
10/18/21,288.94,658589,1.88,0.65,0.65,288.94,23.32,286.00,291.62,286.00,23.32
10/15/21,287.06,615967,2.98,1.05,1.05,287.06,22.52,286.92,291.62,285.00,22.52
10/14/21,284.08,483745,1.54,0.55,0.55,284.08,21.25,285.80,289.41,282.85,21.25
10/13/21,282.54,708512,1.06,0.38,0.38,282.54,20.59,284.42,284.92,280.25,20.59
10/12/21,281.48,776900,-1.26,-0.45,-0.45,281.48,20.14,286.05,287.57,281.04,20.14
10/11/21,282.74,663228,0.31,0.11,0.11,282.74,20.67,289.82,290.18,282.07,20.67
10/08/21,282.43,749361,-2.88,-1.01,-1.01,282.43,20.54,286.13,288.11,282.19,20.54
10/07/21,285.31,874619,-0.45,-0.16,-0.16,285.31,21.77,290.99,293.11,284.34,21.77
10/06/21,285.76,633717,-1.02,-0.36,-0.36,285.76,21.96,281.08,290.69,280.00,21.96
10/05/21,286.78,1185087,-7.29,-2.48,-2.48,286.78,22.40,295.02,295.31,282.81,22.40
10/04/21,294.07,1019889,-8.76,-2.89,-2.89,294.07,25.51,298.26,299.98,286.82,25.51
10/01/21,302.83,970470,1.29,0.43,0.43,302.83,29.25,305.14,305.14,292.95,29.25
09/30/21,301.54,1160463,-4.27,-1.40,-1.40,301.54,28.70,297.86,307.54,294.99,28.70
09/29/21,305.81,568045,0.03,0.01,0.01,305.81,30.52,309.00,309.98,304.17,30.52
09/28/21,305.78,2642689,-13.34,-4.18,-4.18,305.78,30.51,315.76,316.91,301.96,30.51
09/27/21,319.12,1225617,-2.87,-0.89,-0.89,319.12,36.20,320.39,322.40,316.10,36.20
09/24/21,321.99,595883,2.74,0.86,0.86,321.99,37.43,319.09,324.38,315.56,37.43
09/23/21,319.25,808083,-1.81,-0.56,-0.56,319.25,36.26,323.38,328.97,316.28,36.26
09/22/21,321.06,985068,2.84,0.89,0.89,321.06,37.03,319.80,325.22,318.17,37.03
09/21/21,318.22,814914,-8.28,-2.54,-2.54,318.22,35.82,330.48,332.76,318.00,35.82
09/20/21,326.50,1089429,-3.60,-1.09,-1.09,326.50,39.35,322.21,327.12,314.72,39.35
09/17/21,330.10,2120877,-12.14,-3.55,-3.55,330.10,40.89,340.21,343.18,329.48,40.89
